2011/01/04,10290,10290,10200,10260,213,10260
2011/01/05,10200,10260,10200,10260,21,10260
2011/01/06,10300,10300,10250,10250,60,10250
2011/01/07,10320,10340,10220,10340,92,10340
2011/01/11,10340,10340,10180,10330,105,10330
2011/01/12,10200,10290,10180,10180,131,10180
2011/01/13,10260,10260,10180,10250,58,10250
2011/01/14,10240,10240,10150,10230,157,10230
2011/01/17,10230,10230,10200,10200,153,10200
2011/01/18,10210,10210,10150,10200,284,10200
2011/01/19,10260,10260,10200,10230,104,10230
2011/01/20,10190,10200,10080,10130,331,10130
2011/01/21,10250,10250,10100,10180,286,10180
2011/01/24,10240,10240,10210,10220,211,10220
2011/01/25,10180,10180,10000,10050,1292,10050
2011/01/26,10100,10100,9980,10040,540,10040
2011/01/27,10030,10130,10030,10050,191,10050
2011/01/28,10140,10140,9940,9980,646,9980
2011/01/31,10040,10040,9930,9930,560,9930
2011/02/01,9950,9950,9890,9900,768,9900
2011/02/02,9900,9960,9900,9900,264,9900
2011/02/03,9930,9950,9850,9940,236,9940
2011/02/04,9970,9990,9950,9980,34,9980
2011/02/07,10010,10010,9860,9900,453,9900
2011/02/08,9910,9930,9890,9900,219,9900
2011/02/09,9900,10010,9900,9920,343,9920
2011/02/10,9960,9990,9900,9940,478,9940
2011/02/14,10000,10000,9980,9980,79,9980
2011/02/15,9990,9990,9960,9980,228,9980
2011/02/16,10030,10030,10010,10030,119,10030
2011/02/17,10000,10020,10000,10020,98,10020
2011/02/18,10030,10030,10000,10030,76,10030
2011/02/21,10030,10030,9970,10010,643,10010
2011/02/22,10030,10030,9920,9990,618,9990
2011/02/23,10040,10060,9940,9950,237,9950
2011/02/24,9930,9930,9850,9850,595,9850
2011/02/25,9920,9920,9890,9920,29,9920
2011/02/28,10000,10080,9930,9940,354,9940
2011/03/01,9970,9970,9910,9950,429,9950
2011/03/02,9960,9960,9880,9880,468,9880
2011/03/03,9930,9930,9850,9860,574,9860
2011/03/04,9920,9930,9890,9930,400,9930
