2011/01/04,423,423,423,423,1000,423
2011/01/14,423,423,423,423,1000,423
2011/01/17,429,429,429,429,2000,429
2011/01/25,420,420,420,420,1000,420
2011/01/26,410,410,410,410,1000,410
2011/02/02,402,402,402,402,1000,402
2011/02/08,394,394,394,394,4000,394
2011/02/15,402,417,402,417,3000,417
2011/02/16,401,401,401,401,3000,401
2011/02/17,409,409,409,409,2000,409
2011/02/18,406,406,406,406,3000,406
2011/02/25,430,430,430,430,1000,430
2011/03/02,423,423,423,423,1000,423
2011/03/03,421,421,421,421,1000,421
