2011/01/04,918,926,918,922,143200,922
2011/01/05,923,926,921,922,140600,922
2011/01/06,930,936,930,936,357900,936
2011/01/07,936,940,935,936,99500,936
2011/01/11,934,940,934,940,94800,940
2011/01/12,943,948,940,940,225700,940
2011/01/13,950,952,946,948,146800,948
2011/01/14,950,950,944,944,117500,944
2011/01/17,950,950,940,940,72600,940
2011/01/18,941,946,939,943,93600,943
2011/01/19,949,951,945,948,121000,948
2011/01/20,942,944,939,941,128700,941
2011/01/21,940,941,921,922,135500,922
2011/01/24,925,930,922,929,47800,929
2011/01/25,933,943,932,940,114000,940
2011/01/26,935,939,935,935,65000,935
2011/01/27,940,942,936,942,131100,942
2011/01/28,940,941,929,931,104400,931
2011/01/31,920,924,916,921,84100,921
2011/02/01,924,928,923,926,687200,926
2011/02/02,935,944,934,940,84700,940
2011/02/03,938,942,937,938,38100,938
2011/02/04,950,953,947,947,129100,947
2011/02/07,955,956,951,953,93900,953
2011/02/08,958,959,954,955,47200,955
2011/02/09,961,963,954,959,226600,959
2011/02/10,955,960,952,960,62700,960
2011/02/14,969,971,966,971,403400,971
2011/02/15,974,977,972,976,216800,976
2011/02/16,976,984,975,979,864400,979
2011/02/17,986,988,984,987,103600,987
2011/02/18,988,988,984,986,186500,986
2011/02/21,987,987,981,986,196200,986
2011/02/22,980,980,969,970,574500,970
2011/02/23,960,970,960,960,229200,960
2011/02/24,953,956,944,949,163100,949
2011/02/25,947,955,947,955,128000,955
2011/02/28,952,966,949,965,301400,965
2011/03/01,966,977,966,977,99600,977
2011/03/02,963,969,956,959,838000,959
2011/03/03,957,962,957,962,240100,962
2011/03/04,972,975,966,969,89300,969
