2011/01/04,633,633,633,633,20,633
2011/01/05,643,643,632,632,340,632
2011/01/06,635,640,635,640,150,640
2011/01/07,660,660,649,649,2240,649
2011/01/11,669,669,643,650,200,650
2011/01/13,652,652,652,652,10,652
2011/01/17,656,656,656,656,20,656
2011/01/18,648,657,648,649,160,649
2011/01/20,653,653,653,653,30,653
2011/01/21,647,647,638,638,360,638
2011/01/25,651,651,651,651,40,651
2011/01/28,642,645,642,645,20,645
2011/01/31,643,643,639,639,20,639
2011/02/03,668,668,651,651,40,651
2011/02/07,652,658,652,658,20,658
2011/02/08,652,659,652,659,140,659
2011/02/09,662,662,662,662,270,662
2011/02/10,660,660,660,660,20,660
2011/02/14,667,669,665,669,670,669
2011/02/15,670,675,670,675,760,675
2011/02/16,680,682,679,682,400,682
2011/02/17,682,689,682,689,170,689
2011/02/18,682,682,682,682,130,682
2011/02/21,685,685,685,685,10,685
2011/02/22,675,675,675,675,30,675
2011/02/24,680,680,657,658,460,658
2011/02/25,650,663,650,663,50,663
2011/02/28,673,673,659,668,1810,668
2011/03/01,659,668,659,668,200,668
2011/03/02,671,671,665,665,190,665
2011/03/03,672,698,659,668,130,668
2011/03/04,661,691,661,691,160,691
