2011/01/04,106,107,106,107,11000,107
2011/01/05,107,107,105,107,12000,107
2011/01/06,105,108,105,107,15000,107
2011/01/07,107,109,107,107,16000,107
2011/01/11,109,109,106,109,10000,109
2011/01/12,110,110,109,109,17000,109
2011/01/13,108,112,108,111,89000,111
2011/01/14,110,111,109,110,28000,110
2011/01/17,111,115,110,114,151000,114
2011/01/18,117,117,112,112,68000,112
2011/01/19,113,125,113,114,350000,114
2011/01/20,115,115,111,114,61000,114
2011/01/21,113,113,109,112,60000,112
2011/01/24,112,112,109,110,11000,110
2011/01/25,109,111,109,111,13000,111
2011/01/26,111,112,111,112,22000,112
2011/01/27,112,113,110,113,48000,113
2011/01/28,113,113,109,109,20000,109
2011/01/31,107,108,107,108,15000,108
2011/02/01,109,109,106,106,16000,106
2011/02/02,109,112,109,110,32000,110
2011/02/03,110,112,108,108,26000,108
2011/02/04,110,110,108,109,17000,109
2011/02/07,108,111,108,110,32000,110
2011/02/08,111,112,110,110,17000,110
2011/02/09,110,112,110,111,24000,111
2011/02/10,111,112,111,112,4000,112
2011/02/14,111,115,111,115,52000,115
2011/02/15,114,114,111,112,48000,112
2011/02/16,112,114,112,114,21000,114
2011/02/17,114,114,112,112,37000,112
2011/02/18,113,113,112,113,26000,113
2011/02/21,113,113,112,112,26000,112
2011/02/22,113,113,111,111,15000,111
2011/02/23,110,111,110,110,20000,110
2011/02/24,109,109,107,108,29000,108
2011/02/25,107,109,107,109,13000,109
2011/02/28,109,110,109,110,8000,110
2011/03/01,109,110,109,110,26000,110
2011/03/02,110,110,107,108,46000,108
2011/03/03,108,109,108,109,32000,109
2011/03/04,110,111,109,111,60000,111
