2011/01/04,603,605,598,605,1000,605
2011/01/05,600,606,600,606,1200,606
2011/01/06,606,606,606,606,200,606
2011/01/07,610,610,604,609,2400,609
2011/01/11,611,611,610,610,1800,610
2011/01/12,611,618,611,618,1400,618
2011/01/13,618,620,618,620,700,620
2011/01/14,627,629,622,622,2900,622
2011/01/17,625,640,625,634,18000,634
2011/01/18,638,638,625,625,5000,625
2011/01/19,634,636,634,636,1000,636
2011/01/20,637,637,630,630,1600,630
2011/01/21,620,620,611,611,28000,611
2011/01/24,621,621,609,619,10300,619
2011/01/25,625,625,621,621,15600,621
2011/01/26,623,623,623,623,300,623
2011/01/28,620,623,615,623,10700,623
2011/01/31,616,616,614,614,1400,614
2011/02/01,619,619,619,619,500,619
2011/02/02,625,630,625,630,400,630
2011/02/03,625,625,625,625,400,625
2011/02/04,625,625,625,625,100,625
2011/02/07,623,625,623,625,1000,625
2011/02/08,630,632,630,632,1100,632
2011/02/09,633,634,633,633,1400,633
2011/02/10,633,633,633,633,300,633
2011/02/14,638,641,638,641,700,641
2011/02/15,648,648,647,648,1000,648
2011/02/16,639,641,639,639,600,639
2011/02/17,643,643,643,643,400,643
2011/02/18,646,650,646,650,2200,650
2011/02/21,655,655,650,652,2000,652
2011/02/22,658,658,642,649,1400,649
2011/02/23,641,644,641,643,1200,643
2011/02/24,640,640,619,619,4600,619
2011/02/25,619,629,619,629,7200,629
2011/02/28,637,637,628,628,5100,628
2011/03/01,640,651,640,651,900,651
2011/03/02,643,647,643,647,4400,647
2011/03/03,655,659,655,659,4100,659
2011/03/04,660,660,660,660,400,660
