2011/01/04,3345,3375,3345,3370,30480,3370
2011/01/05,3300,3310,3290,3310,62820,3310
2011/01/06,3320,3335,3320,3325,16680,3325
2011/01/07,3320,3325,3310,3325,29910,3325
2011/01/11,3315,3325,3310,3315,15450,3315
2011/01/12,3325,3345,3325,3340,27820,3340
2011/01/13,3340,3350,3340,3340,20960,3340
2011/01/14,3315,3320,3310,3310,39080,3310
2011/01/17,3290,3295,3285,3295,30370,3295
2011/01/18,3270,3290,3270,3290,10470,3290
2011/01/19,3300,3320,3295,3305,25470,3305
2011/01/20,3305,3305,3290,3295,22590,3295
2011/01/21,3275,3285,3260,3270,26600,3270
2011/01/24,3250,3280,3250,3270,12090,3270
2011/01/25,3240,3240,3210,3220,29930,3220
2011/01/26,3205,3210,3190,3210,27130,3210
2011/01/27,3225,3245,3225,3245,12910,3245
2011/01/28,3205,3210,3170,3185,41940,3185
2011/01/31,3240,3250,3215,3220,39080,3220
2011/02/01,3215,3230,3210,3215,14790,3215
2011/02/02,3210,3210,3195,3210,20440,3210
2011/02/03,3200,3205,3190,3200,13390,3200
2011/02/04,3235,3240,3220,3220,20650,3220
2011/02/07,3245,3250,3240,3250,18480,3250
2011/02/08,3250,3250,3240,3240,11270,3240
2011/02/09,3265,3280,3265,3280,23420,3280
2011/02/10,3275,3285,3270,3275,25380,3275
2011/02/14,3295,3300,3285,3300,20700,3300
2011/02/15,3310,3320,3305,3320,22560,3320
2011/02/16,3335,3350,3335,3340,33770,3340
2011/02/17,3340,3350,3335,3340,19490,3340
2011/02/18,3355,3360,3345,3345,26950,3345
2011/02/21,3355,3375,3355,3375,24110,3375
2011/02/22,3395,3405,3395,3395,46800,3395
2011/02/23,3380,3380,3360,3370,48350,3370
2011/02/24,3400,3400,3365,3365,23460,3365
2011/02/25,3355,3365,3345,3365,28370,3365
2011/02/28,3355,3375,3355,3375,22020,3375
2011/03/01,3365,3395,3365,3395,47610,3395
2011/03/02,3420,3425,3405,3415,53190,3415
2011/03/03,3415,3425,3405,3410,64570,3410
2011/03/04,3385,3410,3385,3395,51200,3395
